repo_name,commit_num,commit,code_slice,ground_truth,prediction
Loki,12,1d0b1,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,NEW@<body>@lib_server_server.py_slice.py,Full Attack Chain,Full Attack Chain
Loki,12,1d0b1,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,12,1d0b1,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,12,1d0b1,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,12,1d0b1,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,12,1d0b1,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,13,26c13,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,13,26c13,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,13,26c13,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,13,26c13,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,NEW@<body>@bot_bot.py_slice.py,Core Attack Chain,Core Attack Chain
Loki,14,b1da0,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,14,b1da0,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,14,b1da0,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,NEW@<module>@bot_bot.py_slice.py,Undetermined,Undetermined
Loki,14,b1da0,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,14,b1da0,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,14,b1da0,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,15,efce1,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,15,efce1,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,15,efce1,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,15,efce1,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,16,c97c3,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,16,c97c3,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,16,c97c3,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,16,c97c3,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@<module>@loki.py_slice.py,Core Attack Chain,Core Attack Chain
Loki,17,d62ea,NEW@current_password_check@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@password_change_check@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,17,d62ea,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,17,d62ea,NEW@login@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,NEW@update_password@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@update_username@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,17,d62ea,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,17,d62ea,NEW@is_username_valid@loki.py_slice.py,Benign,Benign
Loki,17,d62ea,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,decrypt@lib_server_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,18,95b01,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,18,95b01,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,18,95b01,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,18,95b01,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,19,cf3e7,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,19,cf3e7,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,19,cf3e7,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,19,cf3e7,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,decrypt@bot_lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,20,4e08e,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,20,4e08e,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,20,4e08e,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,20,4e08e,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_lib_interface.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@bot_lib_info.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<module>@bot_lib_screen.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,login@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<module>@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<module>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,update_username@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@bot_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_server_server.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@lib_database.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,NEW@<body>@bot_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,21,e03bf,NEW@<body>@bot_lib_info.py_slice.py,Undetermined,Undetermined
Loki,21,e03bf,<module>@lib_const.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,update_password@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@bot_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,NEW@<body>@lib_server_lib_ssh.py_slice.py,Undetermined,Undetermined
Loki,21,e03bf,<body>@bot_lib_session.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@bot_bot.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,21,e03bf,<body>@bot_lib_sftp.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,<module>@lib_crypto.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,<body>@lib_server_lib_ssh.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,current_password_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,password_change_check@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,NEW@<body>@lib_server_lib_interface.py_slice.py,Core Attack Chain,Core Attack Chain
Loki,22,5c77b,NEW@<module>@loki.py_slice.py,Core Attack Chain,Core Attack Chain
Loki,22,5c77b,<body>@lib_server_lib_shell.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
Loki,22,5c77b,is_username_valid@loki.py_slice.py,SAME AS BEFORE,SAME AS BEFORE
